X,Y,OBJECTID,FIRE_ID,ASMNT_TYPE,PRE_ID,POST_ID,NODATA_THRESHOLD,LOW_THRESHOLD,MODERATE_THRESHOLD,HIGH_THRESHOLD,LATITUDE,LONGITUDE,FIRE_TYPE,FIRE_NAME,GREENNESS_THRESHOLD,IG_DATE,ACRES
-114.951013150728,45.6550062468973,2504,ID4565511495119880824,Extended,50410281987206,50410281989200,-970,150,296,500,45.655,-114.951,Wildfire,CAMP CREEK,-150,1988/08/24 00:00:00+00,4361
-115.639013134842,44.8820061158619,2505,ID4488211563919920819,Extended,50410291991185,50410291993200,-970,150,291,490,44.882,-115.639,Wildfire,CAMP CREEK,-150,1992/08/19 00:00:00+00,1438
-115.195012522627,41.7460058718254,2506,NV4174611519520000801,Extended,50410311999207,50410312001200,-970,180,480,9999,41.746,-115.195,Wildfire,CAMP CREEK,-150,2000/08/01 00:00:00+00,31760
-145.069025713337,64.5520022489804,2507,AK6455214506920040623,Extended,50680152003199,50680152005200,-970,250,441,700,64.552,-145.069,Wildfire,CAMP CREEK,-100,2004/06/23 00:00:00+00,173441
-156.362025031199,64.0770003507801,2508,AK6407715636220050628,Extended,70750152003240,50750152006300,-970,190,373,615,64.077,-156.362,Wildfire,CAMP CREEK,-150,2005/06/28 00:00:00+00,94290
-115.998012556256,40.9530057285622,2509,NV4095311599820070716,Extended,50410322006194,50410322008200,-970,25,240,9999,40.953,-115.998,Wildfire,CAMP CREEK,-150,2007/07/16 00:00:00+00,2476
-117.817013314036,43.6570058100699,2510,OR4360211790120140724,Initial,80430302014198,80420302014200,-970,94,298,9999,43.657,-117.817,Wildfire,CAMP CREEK,-150,2014/07/24 00:00:00+00,6033
-120.702014029942,44.847005621859,2511,OR4486512071420140703,Initial,80450292013193,80450292014200,-970,-20,179,400,44.847,-120.702,Wildfire,CAMP CREEK,-150,2014/07/03 00:00:00+00,3602
-157.495025188412,64.3510001363788,2512,AK6429315747920150622,Extended,80760152014269,80750152016300,-970,50,302,580,64.351,-157.495,Wildfire,CAMP CREEK,-150,2015/06/22 00:00:00+00,11801
-156.019025008451,64.0240004130281,2513,AK6401315602120160714,Extended,80730152015171,70730152017200,-970,10,244,500,64.024,-156.019,Wildfire,CAMP CREEK,-150,2016/07/14 00:00:00+00,1180
-103.879010670956,45.5350072451493,2514,SD4553510387920000917,Initial,50340282000257,70340282000300,-970,95,9999,9999,45.535,-103.879,Wildfire,CAMP CROOK COMPLEX,-150,2000/09/17 00:00:00+00,6927
-84.7680053621092,46.2480087322511,2515,MI4624808476819980517,Initial,50220281997164,50220281998200,-970,60,316,600,46.248,-84.768,Wildfire,CAMP FAUNCE,-150,1998/05/17 00:00:00+00,1922
-112.116011708187,40.2110059581067,2516,UT4021111211619960801,Initial,50380321995255,50380321996200,-970,125,350,9999,40.211,-112.116,Wildfire,CAMP FLOYD,-150,1996/08/01 00:00:00+00,5590
-80.4310027824197,26.9530049774586,2517,FL2692808045720110607,Initial (SS),NULL,50150412011200,9999,200,-120,-9999,26.953,-80.431,Wildfire,CAMP G,9999,2011/06/07 00:00:00+00,1197
-86.9870048067167,30.9900057427419,2518,FL3099008698720080326,Initial,70200392007138,50200392008100,-970,90,328,600,30.99,-86.987,Wildfire,CAMP HENDERSON,-150,2008/03/26 00:00:00+00,1493
-85.906004623468,33.4700063180736,2519,AL3347508590120150205,Initial,80200372014085,80200372015100,-970,50,9999,9999,33.47,-85.906,Prescribed Fire,CAMP MAC SOUTH,-150,2015/02/05 00:00:00+00,2462
-114.231012505069,42.8230060582324,2520,ID4282311423119950821,Initial,50400301994282,50400301995300,-970,-25,150,9999,42.823,-114.231,Wildfire,CAMP ONE,-150,1995/08/21 00:00:00+00,1406
-120.80201275246,35.7440048752228,2521,CA3577412082220160518,Initial,80430352015185,80430352016200,-970,70,340,9999,35.744,-120.802,Wildfire,CAMP ROBERTS,-150,2016/05/18 00:00:00+00,4442
-113.818011685467,37.1730054860767,2522,UT3717311381820050729,Initial,50390342005193,50390342005200,-970,100,180,330,37.173,-113.818,Wildfire,CAMP SPRINGS,-150,2005/07/29 00:00:00+00,1602
-111.993011713719,40.4420059935706,2523,UT4044211199319950807,Extended,50380321995207,50380321996200,-970,140,265,450,40.442,-111.993,Wildfire,CAMP WILLIAMS,-150,1995/08/07 00:00:00+00,3180
-66.2659983199355,18.0250027809709,2524,PR1802506626620050203,Initial (SS),NULL,70050472005100,-9999,200,-100,-9999,18.025,-66.266,Wildfire,CAMPAMENTO SANTIAGO,-9999,2005/02/03 00:00:00+00,3927
-121.824013412513,40.0410051718556,2525,CA4004112182419900806,Initial,50440321989216,50440321990200,-970,115,350,625,40.041,-121.824,Wildfire,CAMPBELL,-150,1990/08/06 00:00:00+00,128266
-121.310013497382,41.1840053030525,2526,CA4118412131019900810,Extended,50440311990123,50440311991100,-970,110,400,725,41.184,-121.31,Wildfire,CAMPBELL,-150,1990/08/10 00:00:00+00,4803
-108.566010755947,38.4190059955766,2527,CO3841910856620040730,Extended,50350332003192,50350332005200,-970,100,331,600,38.419,-108.566,Wildfire,CAMPBELL,-150,2004/07/30 00:00:00+00,4429
-141.180028316156,67.2010027905679,2528,AK6721814101520170627,Extended,A07WEQ20160723_30m,0,-970,130,338,590,67.201,-141.18,Wildfire,CAMPBELL RIVER,-150,2017/06/27 00:00:00+00,161468
-90.9760062702281,36.9510067936749,2529,MO3695109097620040225,Initial (SS),NULL,50240342004100,-9999,200,40,-9999,36.951,-90.976,Prescribed Fire,CAMPBELLPT,-9999,2004/02/25 00:00:00+00,573
-115.296013178279,45.4530061966042,2530,ID4548411532320150813,Extended,80410282015187,80410282016200,-970,50,265,510,45.453,-115.296,Wildfire,CAMPBELLS,-150,2015/08/13 00:00:00+00,9108
-81.4680036179267,38.3340074968602,2531,WV3833408146819991113,Initial (SS),NULL,70180331999300,-9999,240,-9999,-9999,38.334,-81.468,Wildfire,CAMPBELLS CK,-9999,1999/11/13 00:00:00+00,991
-84.7260044580315,36.423006976929,2532,TN3642308472620001101,Initial,70200351999308,70200352000300,-970,125,307,538,36.423,-84.726,Wildfire,CAMPBRANCH,-150,2000/11/01 00:00:00+00,671
-88.7540052798363,30.5900055960579,2533,MS3059008875420060305,Initial,50210392005083,70210392006100,-970,120,352,625,30.59,-88.754,Wildfire,CAMPGROUND FIRE,-150,2006/03/05 00:00:00+00,2275
-110.3570105347,31.2990048913595,2534,AZ3138311045020120521,Initial,50350382011166,70350382012100,-970,40,9999,9999,31.299,-110.357,Wildfire,CAMPINI,-150,2012/05/21 00:00:00+00,11893
-120.495012644946,35.1120048335361,2535,CA3511212049519881014,Extended,50420361987213,50420361989200,-970,35,156,320,35.112,-120.495,Prescribed Fire,CAMPODOCINO,-150,1988/10/14 00:00:00+00,1252
-98.1530079031143,33.3850057898706,2536,TX3339109814820110823,Initial,50280372011229,70280372011200,-970,15,310,620,33.385,-98.153,Wildfire,CAMPSEE,-150,2011/08/23 00:00:00+00,1573
-154.680022785022,61.0600008727756,2537,AK6108315491720150601,Extended,80710172014202,80720172016200,-970,50,270,520,61.06,-154.68,Wildfire,CAN CREEK,-150,2015/06/01 00:00:00+00,51940
-96.1640092318561,48.9680083051345,2538,MN4896809616420030329,Initial (SS),NULL,70300262003100,-9999,350,-9999,-9999,48.968,-96.164,Wildfire,CANADA,-9999,2003/03/29 00:00:00+00,7065
-102.902009210197,35.5480059236694,2539,TX3554810290220060615,Initial,70310352002057,50310352006200,-970,65,143,275,35.548,-102.902,Wildfire,CANADIAN,-150,2006/06/15 00:00:00+00,20061
-100.394008634567,35.8410061081719,2540,TX3583910039819970326,Initial,50300351997076,50300351997100,-970,-10,9999,9999,35.841,-100.394,Wildfire,CANADIAN FIRE,-150,1997/03/26 00:00:00+00,9774
-117.079013468664,45.2140060042531,2541,OR4521411707919890727,Extended,50420291986194,50420291990200,-970,150,404,700,45.214,-117.079,Wildfire,CANAL,-150,1989/07/27 00:00:00+00,18596
-97.3730074027172,27.0120045675681,2542,TX2685709736320171221,Initial,80260412016341,80260412018000,-970,50,350,9999,27.012,-97.373,Wildfire,CANE,-150,2017/12/21 00:00:00+00,8802
-84.3150043609149,36.7760070653946,2543,KY3677608431520020406,Initial (SS),NULL,70190352002100,-9999,400,-175,-9999,36.776,-84.315,Wildfire,CANE CREEK,-9999,2002/04/06 00:00:00+00,1145
-80.930002886655,25.4300045835658,2544,FL2543008093020081114,Initial (SS),NULL,50150422008300,-9999,450,-9999,-9999,25.43,-80.93,Prescribed Fire,CANE PATCH RX,-9999,2008/11/14 00:00:00+00,3766
-82.0280037589059,37.924007391823,2545,WV3792408202819911023,Initial (SS),NULL,50180341991400,-9999,400,-9999,-9999,37.924,-82.028,Wildfire,CANE ROCK,-9999,1991/10/23 00:00:00+00,9017
-81.9040037046524,37.6660073453544,2546,WV3766608190419911026,Initial (SS),NULL,50180341991400,-9999,450,10,-9999,37.666,-81.904,Wildfire,CANEBRAKE,-9999,1991/10/26 00:00:00+00,8152
-110.493010578312,31.5690049256848,2547,AZ3156911049320090506,Initial,50350382008126,70350382009100,-970,17,239,9999,31.569,-110.493,Wildfire,CANELO,-150,2009/05/06 00:00:00+00,4015
-95.234007214658,34.2180060778991,2548,OK3425009521720110904,Extended,50260362011167,70260362012200,-970,180,350,580,34.218,-95.234,Wildfire,CANEY CREEK,-150,2011/09/04 00:00:00+00,2570
-85.8430046012874,33.391006303646,2549,AL3339608584320160320,Initial (SS),NULL,80200372016100,0,520,-9999,-9999,33.391,-85.843,Wildfire,CANEY HEAD,0,2016/03/20 00:00:00+00,957
-101.986008678611,30.8070051571369,2550,TX3078610202920110411,Initial,50300392010160,50300392011100,-970,50,325,9999,30.807,-101.986,Wildfire,CANNON,-150,2011/04/11 00:00:00+00,10449
-119.464012835574,38.4880052245607,2551,CA3848811946420020615,Initial,70420332000209,50420332002200,-970,150,215,350,38.488,-119.464,Wildfire,CANNON,-150,2002/06/15 00:00:00+00,25105
-96.6200093324926,48.8090082482217,2552,MN4880909662020020430,Initial (SS),NULL,70300262002100,-9999,725,-9999,-9999,48.809,-96.62,Wildfire,CANNON,-9999,2002/04/30 00:00:00+00,760
-96.546009319879,48.8540082597839,2553,MN4885409654620020503,Initial (SS),NULL,70300262002100,-9999,700,-9999,-9999,48.854,-96.546,Wildfire,CANNON AGAIN,-9999,2002/05/03 00:00:00+00,1081
-100.605009976865,46.343007617051,2554,ND4637110064120151011,Initial,50320282011289,80320282015300,-970,70,9999,9999,46.343,-100.605,Wildfire,CANNON BALL,-150,2015/10/11 00:00:00+00,3068
-119.614012999486,39.5910053120826,2555,NV3959111961420000628,Initial,50430331999205,50430332000200,-970,80,254,470,39.591,-119.614,Wildfire,CANOE,-150,2000/06/28 00:00:00+00,2060
-123.918013754624,40.2590050148247,2556,CA4025912391820030930,Extended,50460322003189,50460322004200,-970,90,311,570,40.259,-123.918,Wildfire,CANOE,-150,2003/09/30 00:00:00+00,10883
-122.931013897179,42.1430052290793,2557,OR4214312293119870715,Extended,50460311986206,50460311988200,-970,112,298,530,42.143,-122.931,Wildfire,CANTRALL,-150,1987/07/15 00:00:00+00,2385
-146.489027637806,66.4210018917906,2558,AK6642114648920100712,Extended,50690132009190,70690132011200,-970,35,267,525,66.421,-146.489,Wildfire,CANVASBACK LAKE,-150,2010/07/12 00:00:00+00,34913
-111.09801092662,34.734005345109,2559,AZ3471811113020120629,Initial,50370362011196,70360362012200,-970,50,275,9999,34.734,-111.098,Wildfire,CANYON,-150,2012/06/29 00:00:00+00,8836
-120.404014532018,47.4270058159835,2560,WA4744512044220120908,Initial (SS),NULL,70450272012300,0,100,-180,-9999,47.427,-120.404,Wildfire,CANYON,0,2012/09/08 00:00:00+00,8130
-118.39501229497,35.0160049518735,2561,CA3507211843420110904,Initial,50410362010269,50410362011300,-970,40,320,620,35.016,-118.395,Wildfire,CANYON,-150,2011/09/04 00:00:00+00,14707
-101.767008890562,34.8970058779545,2562,TX3495110185320110524,Initial,50300362009173,50300362011200,-970,-20,300,9999,34.897,-101.767,Wildfire,CANYON,-150,2011/05/24 00:00:00+00,17425
-105.326010231036,40.1200064473826,2563,CO4012010532619880907,Extended,50340321987205,40340321989200,-970,250,360,550,40.12,-105.326,Wildfire,CANYON,-150,1988/09/07 00:00:00+00,1092
-117.565012963496,41.7960056751082,2564,NV4179611756519920802,Extended,50420311991208,50420311993200,-970,10,125,280,41.796,-117.565,Wildfire,CANYON,-150,1992/08/02 00:00:00+00,7816
-110.89701067269,31.7860049394747,2565,AZ3178611089719940516,Initial,50360381990163,50360381994200,-970,95,225,9999,31.786,-110.897,Wildfire,CANYON,-150,1994/05/16 00:00:00+00,1686
-118.761012394209,35.4350049736017,2566,CA3543511876119960604,Initial,50410351995212,50410351996200,-970,90,400,9999,35.435,-118.761,Wildfire,CANYON,-150,1996/06/04 00:00:00+00,3486
-103.593009558063,37.6240062059121,2567,CO3762410359319960401,Initial (SS),NULL,50320341996100,-9999,240,-182,-450,37.624,-103.593,Wildfire,CANYON,-9999,1996/04/01 00:00:00+00,10233
-122.408013560847,40.461005155531,2568,CA4046112240819990926,Extended,50450321998216,70450322000200,-970,150,377,650,40.461,-122.408,Wildfire,CANYON,-150,1999/09/26 00:00:00+00,2587
-116.880011934017,33.8020049037742,2569,CA3380211688020030725,Extended,50400372001125,50400372004100,-970,150,256,425,33.802,-116.88,Wildfire,CANYON,-150,2003/07/25 00:00:00+00,4427
-121.345013004757,37.3600049862369,2570,CA3736012134520060709,Extended,50430342006160,50430342007200,-970,200,315,500,37.36,-121.345,Wildfire,CANYON,-150,2006/07/09 00:00:00+00,36851
-118.678012259687,34.0530048314821,2571,CA3405311867820071021,Extended,50410362007117,50410362008100,-970,25,236,475,34.053,-118.678,Wildfire,CANYON,-150,2007/10/21 00:00:00+00,5529
-118.542012368859,35.5540049997087,2572,CA3555411854220100912,Extended,50410352010189,50410352011200,-970,75,225,420,35.554,-118.542,Wildfire,CANYON,-150,2010/09/12 00:00:00+00,11064
-120.584012613068,34.5970047773319,2573,CA3472012055020160918,Extended,80420362016165,80420362017200,-970,50,157,310,34.597,-120.584,Wildfire,CANYON,-150,2016/09/18 00:00:00+00,12749
-117.660012073045,33.861004867346,2574,CA3386711768620170925,Extended,80400372016183,80400372018200,-970,100,251,450,33.861,-117.66,Wildfire,CANYON,-150,2017/09/25 00:00:00+00,2740
-117.908012142334,34.1950048909094,2575,CA3419511790819970701,Extended,50410361997121,50410361998200,-970,60,281,535,34.195,-117.908,Wildfire,CANYON 2,-150,1997/07/01 00:00:00+00,5176
-117.73401208261,33.8230048589275,2576,CA3386511772020171009,Extended,80400372016183,80400372018200,-970,80,217,400,33.823,-117.734,Wildfire,CANYON 2,-150,2017/10/09 00:00:00+00,9102
-115.643012839726,43.2150059701785,2577,ID4321511564319890715,Initial,50410301989195,50410301989200,-970,40,350,9999,43.215,-115.643,Wildfire,CANYON CK,-150,1989/07/15 00:00:00+00,6903
-121.381013316945,39.8450051923562,2578,CA3984512138120080621,Extended,50440322007202,50440322009200,-970,80,243,450,39.845,-121.381,Wildfire,CANYON COMPLEX (BEAR),-150,2008/06/21 00:00:00+00,1515
-120.80701322516,39.8350052378042,2579,CA3983512080720080621,Extended,50440322008157,50440322009200,-970,120,285,500,39.835,-120.807,Wildfire,CANYON COMPLEX (COLD),-150,2008/06/21 00:00:00+00,5953
-121.339013298198,39.755005188504,2580,CA3975512133920080621,Extended,50440322008157,50440322009100,-970,110,330,590,39.755,-121.339,Wildfire,CANYON COMPLEX (FOUR MILE),-150,2008/06/21 00:00:00+00,2873
-121.312013277463,39.6320051807219,2581,CA3963212131220080708,Extended,50440322007202,50440322009200,-970,110,313,560,39.632,-121.312,Wildfire,CANYON COMPLEX (FRIEND-DARNELL),-150,2008/07/08 00:00:00+00,4172
-121.248013285308,39.7650051966266,2582,CA3976512124820080622,Extended,50440322008157,50440322009200,-970,80,324,600,39.765,-121.248,Wildfire,CANYON COMPLEX (LITTLE),-150,2008/06/22 00:00:00+00,1617
-121.191013270576,39.7220051977147,2583,CA3972212119120080621,Extended,50440322008157,50440322009200,-970,120,296,520,39.722,-121.191,Wildfire,CANYON COMPLEX (SCOTCH),-150,2008/06/21 00:00:00+00,26418
-108.825011877,45.7460068325187,2584,MT4578210884420110829,Extended (SS),NULL,70370282011300,-300,31,-152,-250,45.746,-108.825,Wildfire,CANYON CREEK,-50,2011/08/29 00:00:00+00,2459
-111.793012661889,46.4390066210301,2585,MT4643911179319880809,Extended,50390281988195,50390281989200,-970,110,254,450,46.439,-111.793,Wildfire,CANYON CREEK,-150,1988/08/09 00:00:00+00,35865
-112.751013031442,47.2400065973805,2586,MT4724011275119880625,Extended,50400271987231,50400271989200,-970,150,350,600,47.24,-112.751,Wildfire,CANYON CREEK,-150,1988/06/25 00:00:00+00,167875
-117.612012970739,41.7890056704563,2587,NV4178911761219880711,Extended,50420311988184,50420311989200,-970,20,97,220,41.789,-117.612,Wildfire,CANYON CREEK,-150,1988/07/11 00:00:00+00,2487
-115.898012870071,43.1100059379577,2588,ID4311011589819960826,Initial,50410301995292,50410301996300,-970,160,9999,9999,43.11,-115.898,Wildfire,CANYON CREEK,-150,1996/08/26 00:00:00+00,27919
-115.637012846132,43.2600059747662,2589,ID4326011563719970621,Initial,50410301996183,50410301997200,-970,150,375,9999,43.26,-115.637,Wildfire,CANYON CREEK,-150,1997/06/21 00:00:00+00,1116
-115.210012931414,44.2210060991668,2590,ID4422111521020030811,Extended,70410292002191,50410292004200,-970,220,349,550,44.221,-115.21,Wildfire,CANYON CREEK,-150,2003/08/11 00:00:00+00,5442
-120.072014677589,48.2710059017373,2591,WA4825912008920170715,Initial,80450262016202,80450262017200,-970,50,350,9999,48.271,-120.072,Wildfire,CANYON CREEK,-150,2017/07/15 00:00:00+00,1232
-118.850013612153,44.3010057631617,2592,OR4428411896120150812,Extended,80430292015201,80430292016200,-970,50,222,430,44.301,-118.85,Wildfire,CANYON CREEK COMPLEX,-150,2015/08/12 00:00:00+00,109786
-111.714012673624,46.5800066414541,2593,MT4658011171420000723,Extended,50390281999193,50390282001200,-970,80,221,410,46.58,-111.714,Wildfire,CANYON FERRY COMPLEX (BUCKSNORT),-150,2000/07/23 00:00:00+00,14487
-111.619012678024,46.7010066616112,2594,MT4670111161920000723,Extended,50390281999193,50390282001200,-970,150,269,450,46.701,-111.619,Wildfire,CANYON FERRY COMPLEX (CAVE GULCH),-150,2000/07/23 00:00:00+00,26997
-115.002013133795,45.5180062304607,2595,ID4551811500220000731,Extended,50410281999207,70410282001200,-970,150,350,600,45.518,-115.002,Wildfire,CANYON II,-150,2000/07/31 00:00:00+00,26490
-123.274014072691,42.8830052460254,2596,OR4288312327419870830,Extended,50460301986222,50460301988200,-970,150,350,600,42.883,-123.274,Wildfire,CANYON MT,-150,1987/08/30 00:00:00+00,5959
-109.736010923601,37.6740058197189,2597,UT3767410973620020714,Extended,50360342001129,50360342003200,-970,110,270,480,37.674,-109.736,Wildfire,CANYONS COMPLEX (HAMMOND),-150,2002/07/14 00:00:00+00,3859
-109.08701086337,38.3850059556933,2598,UT3838510908720020714,Extended,50360332002164,50360332003200,-970,35,127,265,38.385,-109.087,Wildfire,CANYONS COMPLEX (HANG DOG),-150,2002/07/14 00:00:00+00,5668
-92.4150065961555,36.0550065557899,2599,AR3605709243120170131,Initial,80250352016062,80250352017000,-970,30,9999,9999,36.055,-92.415,Wildfire,CAP,-150,2017/01/31 00:00:00+00,707
-84.2490043290122,36.5830070293196,2600,TN3658308424920051112,Initial (SS),NULL,70190352005300,-9999,500,-9999,-9999,36.583,-84.249,Wildfire,CAP KNOB,-9999,2005/11/12 00:00:00+00,1835
-163.796026610476,66.5339988649159,2601,AK6653816379620150623,Initial,80810132013173,80810132015200,-970,50,280,9999,66.534,-163.796,Wildfire,CAPE ESPENBERY,-150,2015/06/23 00:00:00+00,1575
-116.521013961008,47.9980062680349,2602,ID4800811651520150705,Extended,80430272014214,80430272016200,-970,50,297,570,47.998,-116.521,Wildfire,CAPE HORN,-150,2015/07/05 00:00:00+00,1505
-81.0460029151985,25.2220045283009,2603,FL2521008106120110405,Initial,50150432010103,50150432011200,-970,50,9999,9999,25.222,-81.046,Prescribed Fire,CAPE SABLE RX,-150,2011/04/05 00:00:00+00,7311
-81.0540029174996,25.2210045278827,2604,FL2522108105420081224,Initial (SS),NULL,50150432009000,-9999,188,-9999,-9999,25.221,-81.054,Prescribed Fire,CAPE SABLE RX,-9999,2008/12/24 00:00:00+00,5335
-103.795009266327,33.5630055541816,2605,NM3356310379519890312,Initial (SS),NULL,50310371989100,-9999,-75,-150,-9999,33.563,-103.795,Wildfire,CAPROCK,-9999,1989/03/12 00:00:00+00,11492
-103.706009217582,33.1500054899424,2606,NM3315010370619970103,Initial (SS),NULL,50310371997000,-9999,-60,-300,-9999,33.15,-103.706,Wildfire,CAPROCK,-9999,1997/01/03 00:00:00+00,6077
-116.747011846007,32.9480048098428,2607,CA3294811674719860713,Extended,50400371985177,50400371987200,-970,100,250,450,32.948,-116.747,Wildfire,CAPTAIN,-150,1986/07/13 00:00:00+00,1824
-105.831009907541,35.8710058090096,2608,NM3587110583120030623,Extended,70330352002151,50330352004200,-970,120,209,360,35.871,-105.831,Wildfire,CAPULIN,-150,2003/06/23 00:00:00+00,6155
-81.255003543746,38.1870074764998,2609,WV3818708125519911029,Initial (SS),NULL,50180331992000,-9999,400,-9999,-9999,38.187,-81.255,Wildfire,CARBANATE,-9999,1991/10/29 00:00:00+00,6533
-98.7970079926954,32.250005552397,2610,TX3225009879720060101,Initial,50280382005068,50280382006000,-970,210,305,475,32.25,-98.797,Wildfire,CARBON,-150,2006/01/01 00:00:00+00,33013
-117.789012103514,33.9670048721145,2611,CA3396711778919900627,Initial,50410361989227,50410361990200,-970,50,425,650,33.967,-117.789,Wildfire,CARBON CANYON FIRE,-150,1990/06/27 00:00:00+00,4973
-80.4820027550551,25.3880045821787,2612,FL2538808048219960304,Initial (SS),NULL,50150421996100,-9999,430,-9999,-9999,25.388,-80.482,Wildfire,CARD SOUND,-9999,1996/03/04 00:00:00+00,2383
-150.54502254103,60.4920015804212,2613,AK6051015063620150615,Extended,80690182013169,80690182016200,-970,50,302,580,60.492,-150.545,Wildfire,CARD STREET,-150,2015/06/15 00:00:00+00,7366
-78.5620027536609,38.6770076828779,2614,VA3867707856220060430,Initial,50160332005128,50160332006200,-970,-20,184,410,38.677,-78.562,Wildfire,CARDINAL,-150,2006/04/30 00:00:00+00,1345
-113.298013181262,47.4040065561842,2615,MT4740411329820100725,Extended,50400272009243,50400272011200,-970,196,383,630,47.404,-113.298,Prescribed Fire,CARDINAL CREEK,-150,2010/07/25 00:00:00+00,1929
-145.847025889406,64.7200021052229,2616,AK6472014584719860630,Extended,50680151986168,50670151987200,-970,30,305,600,64.72,-145.847,Wildfire,CARIBOU,-150,1986/06/30 00:00:00+00,4268
-96.5680093558278,49.0090082766014,2617,MN4900909656820030410,Initial (SS),NULL,70300262003100,-9999,200,-9999,-9999,49.009,-96.568,Wildfire,CARIBOU,-9999,2003/04/10 00:00:00+00,16191
-156.58702431566,63.2530003822153,2618,AK6325315658720050808,Extended,70750162001234,50750162006300,-970,270,438,680,63.253,-156.587,Wildfire,CARIBOU,-150,2005/08/08 00:00:00+00,16349
-115.35101396862,48.9790064623352,2619,MT4897311544120170811,Extended,80420262016277,80420262018200,-970,50,350,620,48.979,-115.351,Wildfire,CARIBOU,-150,2017/08/11 00:00:00+00,28101
-145.766025864129,64.6950021206548,2620,AK6469214578220130811,Extended,50680152010234,80690152014200,-970,50,232,450,64.695,-145.766,Wildfire,CARIBOU CREEK,-150,2013/08/11 00:00:00+00,2100
-151.19702222466,60.024001507169,2621,AK6002415119720070619,Extended,70690182005251,70690182007200,-970,110,362,650,60.024,-151.197,Wildfire,CARIBOU HILLS,-150,2007/06/19 00:00:00+00,46686
-116.94501261201,40.1180055718031,2622,NV4012311696120160726,Initial,80410322016206,80410322016200,-970,50,310,9999,40.118,-116.945,Wildfire,CARICO,-150,2016/07/26 00:00:00+00,4477
-117.474012007626,33.4310048283175,2623,CA3342111750320150428,Initial,80400372014145,80400372015100,-970,75,375,9999,33.431,-117.474,Wildfire,CARL,-150,2015/04/28 00:00:00+00,3283
-146.079025287865,64.0600021033627,2624,AK6406014607919980521,Extended,50680151994222,70680151999200,-970,75,376,700,64.06,-146.079,Wildfire,CARLA LAKE,-150,1998/05/21 00:00:00+00,62508
-116.176012554843,40.7120056907605,2625,NV4071211617620050716,Initial,50410322004253,50410322005300,-970,20,9999,9999,40.712,-116.176,Wildfire,CARLIN,-150,2005/07/16 00:00:00+00,5005
-151.941024985903,63.7640011230939,2626,AK6380915201720150625,Initial,80710152014250,80720152015200,-970,60,398,750,63.764,-151.941,Wildfire,CARLSON LAKE,-150,2015/06/25 00:00:00+00,48196
-119.960014652398,48.2480059127211,2627,WA4821112010220140714,Initial,80450262013225,80450262014200,-970,50,297,570,48.248,-119.96,Wildfire,CARLTON COMPLEX,-150,2014/07/14 00:00:00+00,276091
-99.957008374155,33.7830057773675,2628,TX3380309992920160210,Initial,80290362015071,80290362016100,-970,10,290,9999,33.783,-99.957,Wildfire,CAROL RANCH,-150,2016/02/10 00:00:00+00,2394
-76.9410020417161,34.7560069132193,2629,NC3475607694120090723,Initial (SS),NULL,50140362009200,-9999,530,-9999,-9999,34.756,-76.941,Wildfire,CAROLINA BAY,-9999,2009/07/23 00:00:00+00,3056
-115.606011922515,36.2330052602398,2630,NV3620411570220130701,Extended,80400352013174,80400352014100,-970,70,240,450,36.233,-115.606,Wildfire,CARPENTER 1,-150,2013/07/01 00:00:00+00,27879
-118.091014269011,48.0500061038246,2631,WA4800511820420150815,Extended,80440272014221,80440272016200,-970,50,297,570,48.05,-118.091,Wildfire,CARPENTER RD.,-150,2015/08/15 00:00:00+00,62488
-67.0389985586068,17.986002757307,2632,PR1798606703920070103,Initial (SS),NULL,70050482007000,-9999,300,-100,-9999,17.986,-67.039,Wildfire,CARR 304,-9999,2007/01/03 00:00:00+00,606
-112.56701190567,41.0080060110723,2633,UT4100611256920170531,Initial,80390322016208,80390322017200,-970,50,350,9999,41.008,-112.567,Wildfire,CARRINGTON ISLAND,-150,2017/05/31 00:00:00+00,1444
-111.553010787097,31.5330048729931,2634,AZ3153311155320100614,Initial,50360382010154,50360382010200,-970,65,220,9999,31.533,-111.553,Prescribed Fire,CARRIZO,-150,2010/06/14 00:00:00+00,1332
-109.109010704886,36.8090057453284,2635,AZ3680910910920020628,Extended,70350342001162,50350342003200,-970,90,233,425,36.809,-109.109,Wildfire,CARRIZO 1,-150,2002/06/28 00:00:00+00,3701
-102.56400925883,37.0230061761226,2636,CO3702310256420050725,Initial,50310342005201,70310342005200,-970,50,9999,9999,37.023,-102.564,Wildfire,CARRIZO COMPLEX,-150,2005/07/25 00:00:00+00,1122
-116.998013465237,45.2730060167677,2637,OR4527311699820000824,Extended,50430281999189,70430282001200,-970,100,331,600,45.273,-116.998,Wildfire,CARROL CREEK,-150,2000/08/24 00:00:00+00,3451
-95.4550088930493,48.2390082726967,2638,MN4823909545520070428,Initial,50290262006126,50290262007100,-970,200,9999,9999,48.239,-95.455,Wildfire,CARROLL-HAMRE FIRE,-150,2007/04/28 00:00:00+00,3646
-105.573010716755,43.2920068364343,2639,WY4333510557820110924,Initial,50340302011239,50350302011300,-970,10,280,9999,43.292,-105.573,Wildfire,CARSON,-150,2011/09/24 00:00:00+00,5380
-101.114008792055,35.6310060344097,2640,TX3559510120220161216,Initial,80300352016321,70300352016400,-970,50,310,9999,35.631,-101.114,Wildfire,CARSON 1059,-150,2016/12/16 00:00:00+00,5300
